x-axis,1,2,3
second,Volt,Volt,Volt
-6.622500E+00,+4.422111E+00,+321.608E-03,+1.060301E+00
-6.620000E+00,+4.422111E+00,+241.206E-03,+1.125628E+00
-6.617500E+00,+4.422111E+00,+286.432E-03,+1.125628E+00
-6.615000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.612500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.610000E+00,+4.422111E+00,+301.508E-03,+1.125628E+00
-6.607500E+00,+4.467337E+00,+286.432E-03,+1.125628E+00
-6.605000E+00,+4.422111E+00,+321.608E-03,+1.075377E+00
-6.602500E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.600000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.597500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.595000E+00,+4.467337E+00,+271.357E-03,+1.125628E+00
-6.592500E+00,+4.422111E+00,+286.432E-03,+1.125628E+00
-6.590000E+00,+4.437186E+00,+321.608E-03,+1.125628E+00
-6.587500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.585000E+00,+4.422111E+00,+301.508E-03,+1.125628E+00
-6.582500E+00,+4.422111E+00,+321.608E-03,+1.090452E+00
-6.580000E+00,+4.422111E+00,+286.432E-03,+1.075377E+00
-6.577500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.575000E+00,+4.422111E+00,+316.583E-03,+1.125628E+00
-6.572500E+00,+4.422111E+00,+321.608E-03,+1.060301E+00
-6.570000E+00,+4.386935E+00,+321.608E-03,+1.125628E+00
-6.567500E+00,+4.422111E+00,+286.432E-03,+1.125628E+00
-6.565000E+00,+4.502513E+00,+321.608E-03,+1.125628E+00
-6.562500E+00,+4.497487E+00,+241.206E-03,+1.125628E+00
-6.560000E+00,+4.437186E+00,+256.281E-03,+1.125628E+00
-6.557500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.555000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.552500E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.550000E+00,+4.422111E+00,+321.608E-03,+1.045226E+00
-6.547500E+00,+4.437186E+00,+321.608E-03,+1.125628E+00
-6.545000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.542500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.540000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.537500E+00,+4.422111E+00,+316.583E-03,+1.045226E+00
-6.535000E+00,+4.482412E+00,+301.508E-03,+1.125628E+00
-6.532500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.530000E+00,+4.467337E+00,+321.608E-03,+1.125628E+00
-6.527500E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.525000E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.522500E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.520000E+00,+4.422111E+00,+321.608E-03,+1.090452E+00
-6.517500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
-6.515000E+00,+4.422111E+00,+256.281E-03,+1.125628E+00
-6.512500E+00,+4.417085E+00,+316.583E-03,+1.125628E+00
-6.510000E+00,+4.422111E+00,+256.281E-03,+1.060301E+00
-6.507500E+00,+4.422111E+00,+321.608E-03,+1.125628E+00
